frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,1082,590,1
50,1082,590,1
51,1082,590,1
52,1086,609,1
53,1090,628,1
54,1095,647,1
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,-1,-1,0
72,-1,-1,0
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,-1,-1,0
81,-1,-1,0
82,-1,-1,0
83,-1,-1,0
84,-1,-1,0
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,-1,-1,0
98,-1,-1,0
99,-1,-1,0
100,-1,-1,0
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,-1,-1,0
105,-1,-1,0
106,-1,-1,0
107,-1,-1,0
108,-1,-1,0
109,-1,-1,0
110,-1,-1,0
111,-1,-1,0
112,-1,-1,0
113,-1,-1,0
114,-1,-1,0
115,-1,-1,0
116,-1,-1,0
117,-1,-1,0
118,-1,-1,0
119,-1,-1,0
120,-1,-1,0
121,-1,-1,0
122,-1,-1,0
123,1138,613,1
124,1181,579,1
125,1224,545,1
126,1219,536,1
127,1215,527,1
128,1206,511,1
129,1201,503,1
130,-1,-1,0
131,-1,-1,0
132,-1,-1,0
133,-1,-1,0
134,-1,-1,0
135,-1,-1,0
136,1179,474,1
137,1161,454,1
138,1144,434,1
139,1140,431,1
140,1136,429,1
141,1128,426,1
142,1124,425,1
143,1120,424,1
144,1116,424,1
145,1112,424,1
146,1104,425,1
147,1100,426,1
148,1097,427,1
149,1093,429,1
150,1089,431,1
151,1082,436,1
152,1075,443,1
153,1069,451,1
154,-1,-1,0
155,-1,-1,0
156,-1,-1,0
157,1059,465,1
158,1052,475,1
159,-1,-1,0
160,-1,-1,0
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,-1,-1,0
169,1027,457,1
170,1010,428,1
171,989,397,1
172,985,394,1
173,978,389,1
174,974,386,1
175,971,384,1
176,967,383,1
177,959,381,1
178,952,379,1
179,948,379,1
180,944,379,1
181,940,380,1
182,933,382,1
183,930,384,1
184,927,386,1
185,923,389,1
186,919,392,1
187,912,399,1
188,908,403,1
189,904,407,1
190,900,411,1
191,897,415,1
192,890,425,1
193,886,431,1
194,882,437,1
195,878,444,1
196,871,458,1
197,863,472,1
198,860,480,1
199,856,485,1
200,850,487,1
201,844,490,1
202,841,488,1
203,837,487,1
204,834,486,1
205,828,485,1
206,825,485,1
207,822,485,1
208,819,486,1
209,816,487,1
210,809,490,1
211,806,492,1
212,803,494,1
213,799,495,1
214,796,496,1
215,-1,-1,0
216,-1,-1,0
217,-1,-1,0
218,-1,-1,0
219,-1,-1,0
220,-1,-1,0
221,-1,-1,0
222,-1,-1,0
223,-1,-1,0
224,-1,-1,0
225,-1,-1,0
226,-1,-1,0
227,-1,-1,0
228,-1,-1,0
229,-1,-1,0
230,-1,-1,0
231,-1,-1,0
232,-1,-1,0
233,-1,-1,0
234,-1,-1,0
235,-1,-1,0
236,-1,-1,0
237,-1,-1,0
238,-1,-1,0
239,-1,-1,0
240,-1,-1,0
241,-1,-1,0
242,-1,-1,0
